carrera,legajo,fecha_ingreso
206,3207,01/04/99
206,1107,01/04/99
206,282,01/04/99
206,2064,01/04/99
206,5034,01/04/99
206,810,01/04/99
206,4708,01/04/99
206,5237,01/04/99
206,6151,01/04/99
207,6151,14/02/03
206,686,01/04/99
201,686,14/04/03
205,686,01/03/04
206,4557,01/04/99
206,3851,01/04/99
206,2949,01/04/99
206,4288,01/04/99
206,4155,01/04/99
213,4155,19/04/17
206,4690,01/04/99
206,6246,01/04/99
206,205,01/04/99
206,5373,01/04/99
206,164,01/04/99
206,3326,01/04/99
206,3344,01/04/99
206,3915,01/04/99
208,3915,14/02/07
206,5377,01/04/99
206,5295,01/04/99
206,505,01/04/99
206,4749,01/04/99
206,4720,01/04/99
206,6449,01/04/99
206,5814,01/04/99
206,2169,01/04/99
205,4442,01/04/99
211,3611,27/04/04
206,1438,01/04/99
206,4488,01/04/99
206,34,01/04/99
204,5404,01/04/99
207,3260,01/04/99
206,1799,01/04/99
206,3759,21/04/03
206,5005,01/04/99
206,503,01/04/99
212,503,05/09/07
206,2335,01/04/99
207,2335,05/12/02
206,3870,01/04/99
206,1448,01/04/99
206,4214,01/04/99
206,4149,01/04/99
206,5189,01/04/99
206,1617,01/04/99
206,875,01/04/99
206,4239,01/04/99
212,4239,05/04/10
206,579,01/04/99
206,871,01/04/99
201,4605,01/04/99
206,606,01/04/00
204,3825,01/04/00
206,3981,01/04/00
201,1934,01/04/00
205,1934,01/04/00
206,2083,01/04/00
206,4627,01/04/00
206,1490,01/04/00
204,2460,01/04/00
206,2460,01/04/00
210,2460,01/04/00
206,306,01/04/00
210,4058,01/04/00
206,3480,01/04/00
206,6295,01/04/00
210,6295,01/04/00
206,5567,01/04/00
206,3456,01/04/00
210,3456,01/04/00
201,2600,01/04/00
205,2600,01/04/00
206,5289,01/04/00
206,3268,01/04/00
206,6241,01/04/00
206,6023,01/04/00
206,5085,01/04/00
206,5919,01/04/00
206,2112,01/04/00
201,6109,01/04/00
205,6109,01/04/00
211,6109,23/03/06
206,4604,01/04/00
206,5357,01/04/00
206,4770,01/04/00
206,1559,01/04/00
206,1233,01/04/00
206,588,01/04/00
201,1931,01/04/00
205,1931,17/12/02
206,264,01/04/00
211,264,15/07/14
210,739,01/04/00
210,1775,01/04/00
206,5028,01/04/00
206,5815,01/04/00
210,2618,01/04/00
206,3335,01/04/00
206,3700,01/04/00
206,267,01/04/00
206,1402,01/04/00
206,5438,01/04/00
206,939,01/04/00
210,780,01/04/00
210,4678,01/04/00
201,4256,01/04/00
206,2706,01/04/00
206,3467,01/04/00
206,4281,01/04/00
206,2812,01/04/00
206,3660,01/04/00
204,836,01/04/00
210,836,01/04/00
206,285,01/04/00
210,3392,01/04/00
210,488,01/04/00
206,3728,01/04/00
212,3728,04/09/07
206,854,01/04/00
206,2117,01/04/00
206,5161,01/04/00
206,1188,01/04/00
206,3952,01/04/00
206,3035,01/04/00
210,3750,01/04/00
206,4748,01/04/00
206,5059,01/04/00
206,1861,01/04/00
206,1783,01/04/00
206,2884,01/04/00
201,734,01/04/00
204,734,01/04/00
206,1487,01/04/00
210,5088,01/04/00
204,6261,01/04/00
204,4459,01/04/00
206,3336,01/04/00
204,4415,01/04/00
209,6468,01/04/00
206,6150,01/04/00
206,5820,01/04/00
206,4825,01/04/00
210,4395,01/04/00
206,2700,01/04/00
206,4505,01/04/00
206,826,01/04/00
206,4464,01/04/00
206,6344,01/04/00
205,6344,01/03/04
210,1437,01/04/00
206,2590,01/04/00
209,1516,01/04/00
210,371,01/04/00
201,2284,01/04/00
205,2284,01/04/00
206,2097,01/04/00
201,3616,01/04/00
206,1648,01/04/00
206,2446,01/04/00
206,4410,01/04/00
206,5569,01/04/00
206,5022,01/04/00
212,5022,04/09/07
206,3137,01/04/00
201,5812,01/04/00
205,5812,01/04/00
206,1584,01/04/00
206,3957,01/04/00
210,6049,01/04/00
201,3714,01/04/00
205,3714,01/04/00
206,6157,01/04/00
206,5682,01/04/00
206,2172,01/04/00
206,3993,01/04/00
206,5558,01/04/00
206,4866,01/04/00
206,2494,01/04/00
206,1158,01/04/00
201,4099,01/04/00
210,2228,01/04/00
206,2285,01/04/00
206,4205,01/04/00
206,5700,01/04/00
210,3588,01/04/00
210,5904,01/04/00
206,6211,01/04/00
210,1725,01/04/00
210,2255,01/04/00
212,2255,24/09/07
206,5914,01/04/00
206,3273,01/04/00
209,5769,01/04/00
206,3342,01/04/00
206,3146,01/04/00
212,3146,05/09/07
206,3831,01/04/00
206,5192,01/04/00
206,1918,01/04/00
206,2967,01/04/00
210,3119,01/04/00
210,1427,01/04/00
210,462,01/04/00
206,1212,01/04/00
203,5255,01/04/00
206,5255,01/04/00
209,5255,01/04/00
206,1398,01/04/00
212,1398,26/02/13
206,909,01/04/00
206,4912,01/04/00
206,6253,01/04/00
206,4171,01/04/00
206,1614,01/04/00
210,1614,01/04/00
206,4520,01/04/00
210,4208,01/04/00
201,1752,01/04/00
210,1752,01/04/00
203,1762,01/04/00
209,1762,01/04/00
210,3689,01/04/00
206,3679,01/04/00
206,1993,01/04/00
212,1993,05/09/07
206,4133,01/04/00
210,2042,01/04/00
201,1810,01/04/00
205,1810,01/04/00
206,2184,01/04/00
210,719,01/04/00
206,6277,01/04/00
206,2875,01/04/00
206,5312,01/04/00
206,1060,01/04/00
210,3304,01/04/00
206,2583,01/04/00
210,3101,01/04/00
206,5907,01/04/00
210,3064,01/04/00
210,4246,01/04/00
203,4166,01/04/00
209,4166,01/04/00
206,521,01/04/00
206,5425,01/04/00
206,1776,01/04/00
212,1776,05/09/07
206,1412,01/04/00
204,1412,18/12/02
206,207,01/04/00
210,2058,01/04/00
210,3780,01/04/00
206,3780,27/03/03
203,3780,01/03/04
210,5426,01/04/00
206,3909,01/04/00
201,2713,01/04/00
205,2713,01/04/00
206,2252,01/04/00
210,2750,01/04/00
204,2770,01/04/00
206,2770,01/04/00
206,4209,01/04/00
206,6185,01/04/00
207,6185,01/03/04
212,6185,18/02/10
206,3555,01/04/00
210,3555,01/04/00
206,5797,01/04/00
201,5797,13/12/02
206,4978,01/04/00
210,2271,01/04/00
210,6152,01/04/00
206,4330,01/04/00
206,5381,01/04/00
212,5381,05/09/07
206,3072,01/04/00
210,3943,01/04/00
206,576,01/04/00
206,3377,01/04/00
210,3381,01/04/00
201,4533,01/04/00
206,6115,01/04/00
206,6219,01/04/00
206,299,01/04/00
206,5156,01/04/00
206,3323,01/04/00
206,1046,01/04/00
206,5926,01/04/00
204,4653,01/04/00
209,4653,01/04/00
201,691,01/04/00
206,691,01/04/00
206,5944,01/04/00
206,4270,01/04/00
201,5822,01/04/00
205,5822,01/04/00
206,6076,01/04/00
210,6013,01/04/00
206,103,01/04/00
206,1417,01/04/00
213,1417,01/04/15
210,5035,01/04/00
206,1794,01/04/00
201,5594,01/04/00
205,5594,01/04/00
206,2067,01/04/00
206,1535,01/04/00
206,6155,01/04/00
201,6155,26/02/10
205,6155,26/02/10
206,963,01/04/00
206,1888,01/04/15
206,827,01/04/00
206,2496,01/04/00
206,3069,01/04/00
209,3069,12/02/07
206,4203,01/04/00
206,533,01/04/00
210,533,01/04/00
210,5286,01/04/00
206,1083,01/04/00
206,2215,01/04/00
210,2831,01/04/00
206,4820,01/04/00
210,2687,01/04/00
206,4601,01/04/00
209,4414,01/04/00
206,5276,01/04/00
203,910,01/04/00
209,910,01/04/00
210,356,01/04/00
210,4683,01/04/00
206,5131,01/04/00
206,2469,01/04/00
206,3501,01/04/00
206,3447,01/04/00
205,5341,01/04/00
211,2595,26/04/04
210,5179,01/04/00
210,1002,01/04/00
206,1098,01/04/00
209,3204,01/04/00
206,3908,01/04/00
206,5931,01/04/00
206,5573,01/04/00
206,2185,01/04/00
208,2185,22/03/10
206,5681,01/04/00
206,4095,01/04/00
206,2437,01/04/00
206,337,01/04/00
206,1154,01/04/00
206,6100,01/04/00
206,5040,01/04/00
210,3769,01/04/00
206,693,01/04/00
206,858,01/04/00
206,5374,01/04/00
209,6522,01/04/00
206,5239,01/04/00
206,39,01/04/00
210,4183,01/04/00
206,3302,01/04/00
206,5628,01/04/00
206,5902,01/04/00
205,2625,01/04/00
201,2625,29/03/00
206,4725,01/04/00
210,766,01/04/00
206,2187,01/04/00
206,3545,01/04/00
212,3545,05/09/07
201,1781,01/04/00
205,1781,01/04/00
211,3025,06/02/04
206,69,01/04/00
206,1945,01/04/00
206,5942,01/04/00
206,2202,01/04/00
206,5361,01/04/00
206,1887,01/04/00
206,3454,01/04/00
210,5804,01/04/00
206,4759,01/04/00
206,3585,01/04/00
206,2116,01/04/00
206,2199,01/04/00
206,3220,01/04/00
206,6267,01/04/00
210,278,01/04/00
206,507,01/04/00
206,3102,01/04/00
210,6441,01/04/00
206,3113,01/04/00
210,3113,01/04/00
210,2425,01/04/00
210,1413,01/04/00
206,2180,01/04/00
210,986,01/04/00
201,2376,01/04/00
206,5282,01/04/00
210,4699,01/04/00
206,4396,01/04/00
212,4396,05/09/07
206,2020,01/04/00
206,3233,01/04/00
206,2887,01/04/00
210,3261,01/04/00
204,2582,01/04/00
206,2582,01/04/00
206,932,01/04/00
206,5280,01/04/00
206,2641,01/04/00
206,6394,01/04/00
209,6036,01/04/00
206,22,01/04/00
206,789,01/04/00
212,789,05/09/07
209,2973,01/04/00
206,2539,01/04/00
206,4015,01/04/00
207,1483,01/04/00
210,1483,01/04/00
206,5704,01/04/00
206,522,01/04/00
206,1506,01/04/00
209,476,01/04/00
206,6515,01/04/00
206,1569,01/04/00
206,3255,01/04/00
206,5729,01/04/00
206,6455,01/04/00
210,1172,01/04/00
206,4046,01/04/00
210,4046,01/04/00
206,2806,01/04/00
206,5122,01/04/00
206,6367,01/04/00
204,952,01/04/00
206,3960,01/04/00
206,3030,01/04/00
206,229,01/04/00
203,3177,01/04/00
209,3177,01/04/00
201,2661,01/04/00
206,1366,01/04/00
206,5596,01/04/00
206,391,01/04/00
206,107,01/04/00
206,5745,01/04/00
206,2456,01/04/00
210,6357,01/04/00
206,2891,01/04/00
206,3513,01/04/00
206,1701,01/04/00
206,2519,01/04/00
212,2519,05/09/07
206,1717,01/04/00
212,1717,05/09/07
206,2238,01/04/00
206,3038,01/04/00
206,5830,01/04/00
206,5204,01/04/00
206,6104,01/04/00
206,4320,01/04/00
206,2969,01/04/00
206,2356,01/04/00
201,2591,01/04/00
206,2591,01/04/00
211,2591,14/03/08
206,2585,01/04/00
206,3254,01/04/00
201,435,01/04/00
205,435,01/04/00
211,435,14/03/08
206,947,01/04/00
206,2162,01/04/00
206,1450,01/04/00
206,1123,01/04/00
206,136,01/04/00
206,6519,01/04/00
206,1766,01/04/96
207,1766,01/04/00
206,5455,01/04/01
206,1308,01/04/01
206,5383,01/04/01
206,5813,01/04/01
206,124,01/04/01
206,5415,01/04/01
204,4385,01/04/01
206,3871,01/04/01
206,10,01/04/01
206,1740,01/04/01
201,4042,01/04/01
205,4042,01/04/01
206,2318,01/04/01
201,6105,01/04/01
205,6105,01/04/01
206,1419,01/04/01
203,1074,01/04/01
206,4921,01/04/01
206,5007,01/04/01
206,4574,01/04/01
206,1011,01/04/01
206,314,01/04/01
213,314,13/03/17
206,5985,01/04/01
206,2768,01/04/01
208,2768,22/03/11
206,1541,01/04/01
206,3760,01/04/01
206,3092,01/04/01
206,4658,01/04/01
206,2060,01/04/98
208,2060,09/03/15
206,4995,01/04/01
206,5029,01/04/01
201,1543,01/04/01
209,455,01/04/01
206,2785,01/04/01
206,4137,01/04/01
206,2729,01/04/01
206,4428,01/04/01
206,639,01/04/01
206,2741,01/04/01
206,1804,01/04/01
206,5184,01/04/01
206,5409,01/04/01
212,5409,14/02/11
206,5869,01/04/01
209,3789,01/04/01
206,1666,01/04/01
206,4045,01/04/01
209,1909,01/04/01
206,4551,01/04/01
201,3603,01/04/01
205,3603,12/12/02
211,3603,23/03/06
206,485,01/04/01
206,4135,01/04/01
206,4187,01/04/01
206,484,01/04/01
205,3898,01/04/01
201,3898,13/02/03
206,3167,01/04/01
206,2997,01/04/01
206,6451,01/04/01
206,2171,01/04/01
209,641,01/04/01
206,5132,01/04/01
206,3673,01/04/01
206,6421,01/04/01
201,2203,01/04/01
206,6307,01/04/01
206,2917,01/04/01
203,4664,01/04/01
206,445,01/04/01
206,1053,01/04/01
206,3382,01/04/01
206,5417,01/04/01
206,4861,01/04/01
206,5071,01/04/01
206,4360,01/04/01
206,6156,01/04/01
206,6045,01/04/01
206,1351,01/04/01
206,884,01/04/01
212,884,04/09/07
203,5168,01/04/01
209,5168,01/04/01
206,6329,01/04/01
205,2045,01/04/01
206,2045,01/04/01
203,3936,01/04/01
209,3936,14/03/05
206,4958,01/04/01
206,2224,01/04/01
206,5254,01/04/01
206,4905,01/04/01
206,6097,01/04/01
206,2190,01/04/01
206,5065,01/04/01
209,5065,31/03/08
213,5065,07/04/15
206,1927,01/04/01
206,4310,01/04/01
206,5311,01/04/01
209,1537,01/04/01
206,4314,01/04/01
206,131,01/04/01
206,2774,01/04/01
201,183,01/04/01
206,2087,01/04/01
205,4711,01/04/01
206,3008,01/04/01
204,877,01/04/01
206,6173,01/04/01
206,1139,01/04/01
206,4273,01/04/01
206,5104,01/04/01
212,5104,05/09/07
208,5104,11/02/11
206,922,01/04/01
205,914,01/04/01
206,2960,01/04/01
206,6286,01/04/01
206,3407,01/04/01
206,1628,01/04/01
206,819,01/04/01
206,3483,01/04/01
206,5162,01/04/01
209,1573,01/04/01
206,245,01/04/01
206,4819,01/04/01
206,426,01/04/01
206,3502,01/04/01
206,6317,01/04/01
206,5066,01/04/01
206,4161,01/04/01
206,1856,01/04/01
206,4371,01/04/01
203,4776,01/04/01
204,4776,01/04/01
206,3196,01/04/01
206,276,01/04/01
206,4577,01/03/98
206,163,01/04/01
209,6136,01/04/01
206,6477,01/04/01
206,3175,01/04/01
206,2082,01/04/01
205,2759,01/04/01
206,2759,01/04/01
206,783,01/04/01
201,783,06/02/03
206,5520,01/04/01
206,4346,01/04/01
206,2143,01/04/01
206,99,01/04/01
206,3828,01/04/01
206,3708,01/04/01
206,2948,01/04/01
206,3569,01/04/01
206,707,01/04/01
206,5474,01/04/01
206,170,01/04/01
206,4325,01/04/01
208,4325,16/02/17
206,5940,01/04/01
206,1519,01/04/01
206,2089,01/04/01
206,2639,01/04/01
206,6313,01/04/01
206,1668,01/04/01
206,3533,01/04/01
201,957,01/04/01
206,1221,01/04/01
206,5366,01/04/01
206,199,01/04/01
201,5802,01/04/01
205,5802,01/04/01
206,2373,01/04/01
201,2373,07/03/03
203,4411,01/04/01
209,4411,01/04/01
206,995,01/04/01
212,995,09/02/10
206,4390,01/04/01
206,5411,01/04/01
206,4418,01/04/01
206,5913,01/04/01
206,5227,01/04/01
212,5227,01/03/11
203,1210,01/04/01
209,1210,10/02/06
206,3846,01/04/01
206,534,01/04/01
206,3877,01/04/01
206,2006,01/04/01
206,1505,01/04/01
206,3312,01/04/01
212,3312,08/02/11
206,4213,01/04/01
206,4827,01/04/01
206,4230,01/04/01
206,5482,01/04/01
206,1337,01/04/01
201,1337,29/03/00
207,5627,01/04/01
206,2101,01/04/01
206,5363,01/04/01
206,4981,01/04/01
206,6118,01/04/01
206,4876,01/04/01
206,607,01/04/01
206,3048,01/04/01
206,4227,01/04/01
206,4823,01/04/01
204,2666,01/04/01
206,3240,01/04/01
206,5960,01/04/01
201,2733,01/04/01
205,2733,01/04/01
206,2733,01/04/01
211,2733,01/04/14
203,3166,01/04/01
206,3561,01/04/01
206,333,01/04/01
206,1867,01/04/01
206,1576,01/04/01
206,4830,01/04/01
206,1643,01/04/01
201,5693,01/04/01
205,5693,01/03/04
211,5693,08/03/06
206,2817,01/04/01
207,5688,01/04/01
209,4009,01/04/01
206,1890,01/04/01
206,3190,01/04/01
206,1443,01/04/01
206,415,01/04/01
206,4093,01/04/01
206,3188,01/04/01
206,1253,01/04/01
206,3451,01/04/01
206,5664,01/04/01
206,497,01/04/01
201,6121,01/04/01
203,6121,01/04/01
206,6121,01/04/01
209,6121,01/04/01
201,3331,01/04/01
206,5866,01/04/01
206,3875,01/04/01
206,4616,01/04/01
206,2715,01/04/01
205,2715,29/11/02
208,2715,13/04/15
206,221,01/04/01
206,5431,01/04/01
206,4399,01/04/01
212,4399,05/09/07
206,4890,01/04/01
206,5067,01/04/01
206,2079,01/04/01
206,1690,01/04/01
206,1380,01/04/01
204,1380,24/02/05
206,2069,01/04/01
206,4863,01/04/01
212,4863,16/02/11
206,4438,01/04/01
205,1986,01/04/01
206,1986,01/04/01
206,145,01/04/01
204,3359,01/04/01
206,3359,01/04/01
206,4994,01/04/01
212,4994,09/02/11
206,4642,01/04/01
206,5709,01/04/01
206,3257,01/04/01
206,252,01/04/01
201,6302,01/04/01
206,4381,01/04/01
206,675,01/04/01
206,1782,01/04/01
212,1782,05/09/07
206,5543,01/04/01
206,2906,01/04/01
206,5634,01/04/01
209,1961,01/04/01
203,1961,10/02/03
206,1526,01/04/01
206,4709,01/04/01
206,5214,01/04/01
209,3964,01/04/01
206,423,01/04/01
206,1065,01/04/01
206,3745,01/04/01
204,3366,01/04/01
206,4406,01/04/01
205,4406,05/03/03
206,4530,01/04/01
206,6030,01/04/01
206,176,01/04/01
206,6149,01/04/01
206,4490,01/04/01
212,4490,26/03/10
206,2667,01/04/01
206,4684,01/04/01
206,1471,01/04/01
206,4202,01/04/01
206,6466,01/04/01
206,2944,01/04/01
204,1328,01/04/01
206,5824,01/04/01
206,3850,01/04/01
206,338,01/04/01
206,4938,01/04/01
206,3389,01/04/01
212,3389,02/03/11
206,3858,01/04/01
206,4308,01/04/01
206,2879,01/04/01
206,4713,01/04/01
206,2359,01/04/01
205,2359,01/03/04
206,3969,01/04/01
206,325,01/04/01
206,3075,01/04/01
201,2659,01/04/01
207,2078,01/04/01
209,5793,01/04/01
206,4609,01/04/01
206,2528,01/04/01
204,5547,01/04/01
206,5547,01/04/01
212,5547,05/09/07
206,6292,01/04/01
205,2534,01/04/01
206,2534,01/04/01
201,2534,07/03/07
206,3568,01/04/01
206,40,26/03/02
208,6175,22/03/10
210,1693,28/11/02
210,2328,28/11/02
210,83,28/11/02
210,70,28/11/02
210,3847,28/11/02
210,4005,28/11/02
210,5306,28/11/02
210,3419,28/11/02
210,3920,28/11/02
210,5190,28/11/02
210,4966,28/11/02
210,2752,28/11/02
210,4944,28/11/02
210,4041,28/11/02
210,4913,01/04/03
210,5505,29/11/02
206,3562,29/03/98
210,6063,29/11/02
210,5687,29/11/02
210,2237,29/11/02
210,2628,29/11/02
210,5982,29/11/02
210,108,29/11/02
210,3384,29/11/02
210,5166,29/11/02
210,463,29/11/02
210,5203,29/11/02
210,4852,29/11/02
210,2126,01/04/03
210,2633,02/12/02
210,1549,02/12/02
210,4248,02/12/02
206,970,01/03/01
206,1160,24/03/03
206,6249,25/03/03
206,4154,25/03/03
206,4955,25/03/03
206,1435,25/03/03
206,1858,25/03/03
206,5048,06/08/02
206,5893,28/03/03
206,5865,01/04/03
206,5063,01/04/03
210,498,02/04/03
210,3021,02/04/03
210,3042,02/04/03
210,2527,02/04/03
210,4018,02/04/03
210,3018,02/04/03
210,2056,02/04/03
206,2798,03/04/03
206,5244,03/04/03
206,6495,03/04/03
204,2603,29/04/03
206,6187,03/04/03
206,2243,03/04/03
206,2953,03/04/03
201,3694,03/04/03
205,3694,03/04/03
206,3694,15/04/03
206,2166,07/04/03
201,3490,07/04/03
205,3490,01/03/04
203,3978,07/04/03
206,4050,08/04/03
206,3873,08/04/03
206,6306,08/04/03
212,6306,17/03/10
206,5755,08/04/03
212,5755,12/03/10
206,5937,08/04/03
206,1884,08/04/03
205,1279,08/04/03
201,1279,01/03/04
211,1279,10/09/10
209,3108,08/04/03
206,3148,08/04/03
205,3148,07/02/05
206,934,08/04/03
206,5655,08/04/03
206,5615,08/04/03
206,2443,08/04/03
206,3051,08/04/03
206,1047,09/04/03
206,63,09/04/03
206,601,09/04/03
209,5217,09/04/03
206,4356,09/04/03
212,4356,10/03/10
206,2577,09/04/03
206,5026,09/04/03
206,4186,09/04/03
205,4186,01/03/04
206,1494,09/04/03
206,1845,09/04/03
209,4416,09/04/03
211,4416,22/03/10
206,3900,09/04/03
206,1844,09/04/03
206,4480,10/04/03
212,4480,12/04/10
206,5616,10/04/03
206,3842,10/04/03
206,2728,10/04/03
206,6351,10/04/03
206,3219,10/04/03
206,5957,10/04/03
206,2648,10/04/03
201,4610,10/04/03
206,5216,10/04/03
206,6259,10/04/03
212,6259,04/09/07
206,2389,10/04/03
206,6517,11/04/03
205,6358,11/04/03
206,5528,11/04/03
212,5528,26/02/10
206,6422,11/04/03
206,3426,11/04/03
206,5300,11/04/03
205,3306,11/04/03
211,3306,07/04/08
206,4465,14/04/03
206,2985,14/04/03
206,3729,14/04/03
209,4572,14/04/03
203,4572,05/02/07
206,2801,14/04/03
206,1751,14/04/03
206,6471,14/04/03
206,4121,14/04/03
206,5899,14/04/03
204,4686,14/04/03
206,4961,14/04/03
203,608,14/04/03
206,470,15/04/03
206,5527,15/04/03
206,2440,15/04/03
211,1034,02/03/04
206,3007,15/04/03
212,3007,05/09/07
206,2972,15/04/03
206,1700,15/04/03
206,2433,15/04/03
201,1938,15/04/03
206,2068,15/04/03
212,2068,05/09/07
206,4628,15/04/03
206,1125,15/04/03
206,5463,15/04/03
204,4011,15/04/03
205,4011,01/06/05
206,2307,15/04/03
206,2324,15/04/03
206,2303,15/04/03
204,2303,01/03/04
206,6409,15/04/03
206,6188,15/04/03
206,552,15/04/03
206,3099,15/04/03
206,4562,15/04/03
206,2607,15/04/03
206,3364,15/04/03
206,5620,16/04/03
206,4644,16/04/03
206,5487,16/04/03
205,3424,16/04/03
209,538,16/04/03
206,249,16/04/03
206,2254,16/04/03
212,2254,18/03/10
206,6328,16/04/03
208,6328,01/03/12
206,1051,16/04/03
206,6216,16/04/03
212,6216,17/03/10
203,1652,16/04/03
206,5146,16/04/03
206,4344,16/04/03
203,940,16/04/03
206,1882,16/04/03
206,6516,16/04/03
206,768,16/04/03
201,5445,16/04/03
205,5445,01/03/03
206,5445,07/02/08
206,4067,16/04/03
206,5045,16/04/03
206,80,16/04/03
206,459,16/04/03
206,5160,16/04/03
206,1686,16/04/03
213,1686,06/04/16
206,1089,16/04/03
206,942,16/04/03
206,4448,16/04/03
212,4448,08/02/11
206,3226,16/04/03
206,1331,16/04/03
206,665,16/04/03
206,3074,16/04/03
206,2479,16/04/03
206,5690,16/04/03
201,5690,21/02/05
205,5690,21/02/05
206,5053,16/04/03
206,4991,16/04/03
206,4079,16/04/03
201,3834,16/04/03
205,3834,01/03/04
206,3834,15/04/13
206,2430,16/04/03
206,4504,16/04/03
206,360,16/04/03
206,5524,21/04/03
206,4608,21/04/03
206,5839,21/04/03
209,2569,21/04/03
206,9,21/04/03
206,1814,21/04/03
203,729,21/04/03
206,658,21/04/03
206,1797,21/04/03
206,6071,21/04/03
206,2565,01/04/04
206,4223,21/04/03
213,4223,29/03/17
201,5023,21/04/03
206,4697,21/04/03
206,157,21/04/03
206,1724,21/04/03
212,1724,15/03/10
206,1575,21/04/03
206,25,21/04/03
201,5852,21/04/03
205,5852,21/04/03
205,3605,21/04/03
201,3605,01/03/04
209,1177,21/04/03
206,4594,21/04/03
206,5359,21/04/03
206,5362,21/04/03
206,5322,21/04/03
206,5435,21/04/03
206,2445,21/04/03
206,6360,21/04/03
206,5708,21/04/03
206,2038,21/04/03
206,1669,21/04/03
206,5281,21/04/03
206,4857,21/04/03
206,2531,21/04/03
206,2466,21/04/03
206,5599,21/04/03
212,5599,08/03/10
206,2035,21/04/03
206,3671,21/04/03
206,881,21/04/03
206,4269,21/04/03
206,1465,21/04/03
204,290,21/04/03
209,290,03/03/06
201,290,26/03/07
206,5529,21/04/03
206,1255,21/04/03
212,1255,13/12/07
206,4822,21/04/03
212,4822,17/04/12
206,2626,21/04/03
206,4355,21/04/03
206,3396,21/04/03
206,6321,21/04/03
206,4990,30/04/03
206,473,21/04/03
206,6269,21/04/03
206,329,21/04/03
206,5575,21/04/03
206,964,21/04/03
206,2076,21/04/03
206,4975,21/04/03
206,4262,21/04/03
206,1304,21/04/03
212,1304,05/09/07
206,4207,21/04/03
206,4598,21/04/03
206,1629,21/04/03
206,6474,21/04/03
206,3935,21/04/03
206,5774,21/04/03
206,3077,21/04/03
209,1130,21/04/03
206,65,21/04/03
206,722,21/04/03
206,3716,21/04/03
206,4685,22/04/03
206,506,22/04/03
208,506,14/02/17
206,2260,22/04/03
206,4550,22/04/03
206,1090,22/04/03
206,4432,22/04/03
206,1219,22/04/03
206,6141,22/04/03
206,6133,22/04/03
206,20,22/04/03
206,396,22/04/03
206,1477,22/04/03
212,1477,14/03/11
206,2495,22/04/03
201,2788,22/04/03
206,1433,22/04/03
209,271,22/04/03
206,6545,22/04/03
206,2050,22/04/03
206,526,22/04/03
206,1859,22/04/03
212,1859,30/03/12
206,4904,22/04/03
206,1031,22/04/03
201,694,22/04/03
206,4224,22/04/03
206,5975,22/04/03
206,1849,22/04/03
204,5950,22/04/03
206,5950,30/04/03
206,3739,23/04/03
204,3976,23/04/03
206,5133,23/04/03
209,394,23/04/03
206,1206,23/04/03
208,1462,24/04/03
208,1836,24/04/03
204,919,29/04/03
209,3222,29/04/03
206,5477,29/04/03
206,5952,29/04/03
206,2161,29/04/03
209,4150,09/04/03
206,2191,28/04/03
206,2048,19/03/03
206,4672,19/03/03
206,5246,01/04/04
206,4509,01/04/04
204,4509,05/03/07
213,4509,27/03/17
206,1897,01/04/04
206,3122,01/04/04
206,6098,01/04/04
206,2521,01/04/04
206,4834,01/04/04
205,4307,01/04/04
206,4307,16/04/04
206,4498,01/04/04
208,4498,11/02/11
206,1258,01/04/04
206,5433,01/04/04
206,4962,01/04/04
204,1955,01/04/04
206,3664,01/04/04
206,616,01/04/04
206,3355,01/04/04
206,4679,01/04/04
206,3896,01/04/04
201,3896,05/02/07
206,678,01/04/04
206,1999,01/04/04
206,5451,01/04/04
205,5451,07/02/06
213,5451,11/02/16
206,5186,01/04/04
201,4565,01/04/04
205,4565,25/02/09
203,4565,05/04/10
213,4565,21/04/15
206,4804,01/04/04
206,5209,01/04/04
206,4364,01/04/04
206,2509,01/04/04
206,5243,01/04/04
206,2455,01/04/04
201,3511,01/04/04
206,3922,01/04/04
206,421,01/04/04
206,3522,01/04/04
206,2680,01/04/04
204,5600,01/04/04
206,5600,15/04/04
209,5600,15/02/06
203,5600,24/02/09
206,937,01/04/04
206,246,01/04/04
212,246,30/03/10
206,5257,01/04/04
206,3182,01/04/04
206,5864,01/04/04
206,43,01/04/04
206,2823,01/04/04
201,1896,01/04/04
203,1896,16/04/04
204,5770,01/04/04
205,5770,15/03/11
206,3282,01/04/04
206,2542,01/04/04
201,2542,10/02/05
205,2542,10/02/05
203,2542,31/08/10
206,4739,01/04/04
206,2701,01/04/04
201,4086,01/04/04
209,2010,01/04/04
201,2312,01/04/04
205,2312,16/04/04
211,2312,01/04/14
206,2784,01/04/04
206,5494,01/04/04
206,257,01/04/04
206,5662,01/04/04
206,3440,01/04/04
206,6554,01/04/04
206,6004,01/04/04
206,3992,01/04/04
206,1821,01/04/04
205,4160,01/04/04
206,3333,01/04/04
206,4793,01/04/04
212,4793,05/09/07
206,2423,01/04/04
206,6287,01/04/04
206,1318,01/04/04
212,1318,14/02/14
213,1318,27/03/15
206,2484,01/04/04
206,5437,01/04/04
205,5437,24/02/05
206,4854,01/04/04
206,1507,01/04/04
204,1132,01/04/04
212,1132,11/02/10
206,1878,01/04/04
206,3320,01/04/04
212,3320,09/02/10
206,3073,01/04/04
206,1504,01/04/04
206,980,01/04/04
206,847,01/04/04
212,847,25/02/10
206,1474,01/04/04
